開始日,終了日,回答の進行状況,終了状況,回答時間（秒単位）,記録日,ID生成,匿名,母国語,同意するか,年齢,性別,最終学歴,個人収入,世帯収入,BADE練習ヒント1解釈1,BADE練習ヒント1解釈2,BADE練習ヒント1解釈3,BADE練習ヒント1解釈4,BADE練習ヒント2解釈1,BADE練習ヒント2解釈2,BADE練習ヒント2解釈3,BADE練習ヒント2解釈4,BADE練習ヒント3解釈1,BADE練習ヒント3解釈2,BADE練習ヒント3解釈3,BADE練習ヒント3解釈4,BADE1ヒント1解釈1,BADE1ヒント1解釈2,BADE1ヒント1解釈3,BADE1ヒント1解釈4,BADE1ヒント2解釈1,BADE1ヒント2解釈2,BADE1ヒント2解釈3,BADE1ヒント2解釈4,BADE1ヒント3解釈1,BADE1ヒント3解釈2,BADE1ヒント3解釈3,BADE1ヒント3解釈4,BADE2ヒント1解釈1,BADE2ヒント1解釈2,BADE2ヒント1解釈3,BADE2ヒント1解釈4,BADE2ヒント2解釈1,BADE2ヒント2解釈2,BADE2ヒント2解釈3,BADE2ヒント2解釈4,BADE2ヒント3解釈1,BADE2ヒント3解釈2,BADE2ヒント3解釈3,BADE2ヒント3解釈4,BADE3ヒント1解釈1,BADE3ヒント1解釈2,BADE3ヒント1解釈3,BADE3ヒント1解釈4,BADE3ヒント2解釈1,BADE3ヒント2解釈2,BADE3ヒント2解釈3,BADE3ヒント2解釈4,BADE3ヒント3解釈1,BADE3ヒント3解釈2,BADE3ヒント3解釈3,BADE3ヒント3解釈4,BADE4ヒント1解釈1,BADE4ヒント1解釈2,BADE4ヒント1解釈3,BADE4ヒント1解釈4,BADE4ヒント2解釈1,BADE4ヒント2解釈2,BADE4ヒント2解釈3,BADE4ヒント2解釈4,BADE4ヒント3解釈1,BADE4ヒント3解釈2,BADE4ヒント3解釈3,BADE4ヒント3解釈4,BADE5ヒント1解釈1,BADE5ヒント1解釈2,BADE5ヒント1解釈3,BADE5ヒント1解釈4,BADE5ヒント2解釈1,BADE5ヒント2解釈2,BADE5ヒント2解釈3,BADE5ヒント2解釈4,BADE5ヒント3解釈1,BADE5ヒント3解釈2,BADE5ヒント3解釈3,BADE5ヒント3解釈4,BADE6ヒント1解釈1,BADE6ヒント1解釈2,BADE6ヒント1解釈3,BADE6ヒント1解釈4,BADE6ヒント2解釈1,BADE6ヒント2解釈2,BADE6ヒント2解釈3,BADE6ヒント2解釈4,BADE6ヒント3解釈1,BADE6ヒント3解釈2,BADE6ヒント3解釈3,BADE6ヒント3解釈4,BADE7ヒント1解釈1,BADE7ヒント1解釈2,BADE7ヒント1解釈3,BADE7ヒント1解釈4,BADE7ヒント2解釈1,BADE7ヒント2解釈2,BADE7ヒント2解釈3,BADE7ヒント2解釈4,BADE7ヒント3解釈1,BADE7ヒント3解釈2,BADE7ヒント3解釈3,BADE7ヒント3解釈4,BADE8ヒント1解釈1,BADE8ヒント1解釈2,BADE8ヒント1解釈3,BADE8ヒント1解釈4,BADE8ヒント2解釈1,BADE8ヒント2解釈2,BADE8ヒント2解釈3,BADE8ヒント2解釈4,BADE8ヒント3解釈1,BADE8ヒント3解釈2,BADE8ヒント3解釈3,BADE8ヒント3解釈4,BADE9ヒント1解釈1,BADE9ヒント1解釈2,BADE9ヒント1解釈3,BADE9ヒント1解釈4,BADE9ヒント2解釈1,BADE9ヒント2解釈2,BADE9ヒント2解釈3,BADE9ヒント2解釈4,BADE9ヒント3解釈1,BADE9ヒント3解釈2,BADE9ヒント3解釈3,BADE9ヒント3解釈4,BADE10ヒント1解釈1,BADE10ヒント1解釈2,BADE10ヒント1解釈3,BADE10ヒント1解釈4,BADE10ヒント2解釈1,BADE10ヒント2解釈2,BADE10ヒント2解釈3,BADE10ヒント2解釈4,BADE10ヒント3解釈1,BADE10ヒント3解釈2,BADE10ヒント3解釈3,BADE10ヒント3解釈4,BADE11ヒント1解釈1,BADE11ヒント1解釈2,BADE11ヒント1解釈3,BADE11ヒント1解釈4,BADE11ヒント2解釈1,BADE11ヒント2解釈2,BADE11ヒント2解釈3,BADE11ヒント2解釈4,BADE11ヒント3解釈1,BADE11ヒント3解釈2,BADE11ヒント3解釈3,BADE11ヒント3解釈4,BADE12ヒント1解釈1,BADE12ヒント1解釈2,BADE12ヒント1解釈3,BADE12ヒント1解釈4,BADE12ヒント2解釈1,BADE12ヒント2解釈2,BADE12ヒント2解釈3,BADE12ヒント2解釈4,BADE12ヒント3解釈1,BADE12ヒント3解釈2,BADE12ヒント3解釈3,BADE12ヒント3解釈4,疑似科学信奉尺度1,疑似科学信奉尺度2,疑似科学信奉尺度3,疑似科学信奉尺度4,疑似科学信奉尺度5,疑似科学信奉尺度6,疑似科学信奉尺度7,疑似科学信奉尺度8,疑似科学信奉尺度9,疑似科学信奉尺度10,疑似科学信奉尺度11,疑似科学信奉尺度12,疑似科学信奉尺度13,疑似科学信奉尺度14,疑似科学信奉尺度15,疑似科学信奉尺度16,疑似科学信奉尺度17,疑似科学信奉尺度18,疑似科学信奉尺度19,CMQ-J1,CMQ-J2,CMQ-J3,CMQ-J4,CMQ-J5,科学的推論能力1,科学的推論能力2,科学的推論能力3,科学的推論能力4,科学的推論能力5,科学的推論能力6,科学的推論能力7,科学的推論能力8,科学的推論能力9,科学的推論能力10,科学的推論能力11,科学的推論能力12,被害妄想1,被害妄想2,被害妄想3,被害妄想4,被害妄想5,被害妄想6,被害妄想7,被害妄想8,被害妄想9,被害妄想10,被害妄想11,被害妄想12,被害妄想13,被害妄想14,被害妄想15,被害妄想16,被害妄想17,被害妄想18,CRT1,CRT2,CRT3,IMC,IMC,IMC,IMC,IMC,IMC,IMC,IMC,IMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/6/26 4:45,2024/6/26 5:02,0,100,1058,2024/6/26 5:03,R_4myOzJ5lYotvPaE,anonymous,JA,1,45,2,2,70,700,8.5,6.5,4.5,7.5,9,7,5.5,8,8.5,7,5,7.5,9,7.5,4,8.5,9.5,7,3.5,9,9,8.5,2.5,9.5,8.5,8.5,8.5,8.5,7.5,9.5,7.5,8.5,8.5,8,8.5,7.5,7.5,4,6,7,9,5.5,8,8.5,8.5,5.5,9,10,9,7,3,8.5,8,6,4.5,9.5,5.5,4.5,3,10,8.5,8.5,5.5,8.5,7.5,6.5,4.5,10,6,4.5,4,10,8.5,2,3,6,8,4,1.5,8.5,5.5,3,1.5,10,9.5,6.5,1.5,5.5,9.5,6.5,1.5,7,9.5,6.5,1.5,10,8,8,3,7,5.5,8,2,9,5.5,8,2,10,9.5,7,6,8,8,7,4.5,9,3,4,3,10,9.5,6.5,5,9,9.5,7.5,7,9.5,4.5,9,4,10,7,3.5,3,6.5,8,3.5,3,8,8,3.5,3,10,9,8,1.5,6.5,9,9,1.5,8.5,9,9,1.5,10,3,4,3,3,4,4,3,4,4,2,4,5,4,4,4,4,4,4,4,7,7,5,6,7,2,2,1,1,1,1,2,2,1,1,1,2,2,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,100,1,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 5:03,2024/6/26 5:03,0,100,35,2024/6/26 5:03,R_4r2iShfEgJ95Ms4,anonymous,JA,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:50,2024/6/26 5:04,0,100,830,2024/6/26 5:04,R_41LOmcCWBqWJRLg,anonymous,JA,1,43,2,4,80,80,6,0,0,0,6,0,3.5,0,2.5,2.5,2.5,3.5,0.5,3,2.5,6,5,4.5,2,7,3,2.5,1.5,9.5,5.5,6.5,6,4,3.5,7.5,4.5,4.5,5.5,2,3.5,2.5,6,2.5,4.5,4.5,6.5,2,3,6,0.5,1,1,9.5,6.5,6,3.5,7,5.5,6.5,2.5,7.5,0.5,0.5,0.5,8.5,6.5,7.5,4,3.5,4,6.5,3.5,6.5,0,0,4.5,9,5.5,6,4.5,4.5,6,3.5,3.5,5.5,6,2.5,3,8.5,4.5,4,2,4,5.5,6,1.5,6,4,3.5,1.5,9,7,6,6,6.5,7.5,7,4,7,1,4,2,8,7.5,6.5,7,7,6,7,6,5,0.5,0.5,1,8.5,3,3.5,6.5,3.5,5.5,2.5,2.5,5.5,1.5,1.5,1.5,8.5,6.5,3.5,3.5,7,7,2.5,2,8.5,1,1,0.5,9.5,6,6.5,3.5,3,6.5,7,2.5,3.5,1,1,1,9,3,5,3,2,5,1,2,5,4,4,4,2,4,4,1,3,5,1,1,9,10,5,7,8,2,2,2,2,2,1,2,2,1,1,1,2,4,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,100,5,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:36,2024/6/26 5:05,0,100,1742,2024/6/26 5:05,R_4OHH3NCVvSnUqVw,anonymous,JA,1,32,1,2,120,250,6.5,4,5.5,6,6.5,5.5,5.5,7,6.5,5.5,5.5,7.5,1.5,4,3,5.5,0.5,2.5,3,6.5,0.5,2.5,3,8.5,7.5,7,6.5,6,4.5,7,6.5,6,6.5,0.5,6.5,2,7.5,6.5,6,7,7.5,5.5,1.5,7,1,1,1,9.5,6,7,0.5,6,3.5,7,0.5,6,0,0,0,10,6,4,5,8.5,2.5,2.5,6.5,8.5,1,1,6.5,9.5,6.5,3,1,2.5,6.5,3,1,2.5,6.5,1,1,5,3.5,1.5,2.5,3,5.5,1.5,2.5,6,3.5,1.5,2.5,7.5,5.5,6.5,3.5,5,2,3,7,9,0,3,8,9.5,6,8,1.5,3.5,4,8,1.5,3.5,2,3,0.5,6,6.5,2,3.5,3,6.5,2,3.5,4.5,3,0.5,3.5,6.5,7,3.5,9,6.5,8.5,3.5,9,6.5,10,1,9,8,5.5,6.5,3.5,2,5.5,7.5,2.5,2,5,2.5,0.5,9.5,4,4,4,4,4,3,2,4,2,2,4,5,4,4,5,4,5,2,1,2,6,3,2,2,2,2,2,1,2,2,2,1,2,2,1,1,4,2,2,4,4,3,4,5,3,5,4,4,5,5,3,4,4,4,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:36,2024/6/26 5:05,0,100,1765,2024/6/26 5:05,R_4To8Utf5AIkV46T,anonymous,JA,1,35,2,4,12,720,5,5,5,5,5,5,5,5,5,5,5,6,8,4,5,4,8,4,5,7,1,1,1,9.5,5,7,5,7,1,7,1,7,1,1,1,7,8,5,4,6,8,5,4,6,1,1,1,9,6,6,5,6,6,6,5,6,0.5,0.5,0.5,9,5,5,5,5,1,3,5,6,0.5,0.5,0.5,9.5,5,5,5,5,1,5,4,5,1,0.5,0.5,9,7,6,5,2,7,6,5,2,5,5,5,2,5,5,5,5,7,5,5,7,8,4,4,8,5,5,5,5,5,5,5,5,5,5,5,8.5,5,5,5,5,5,3,3,5,3,3,1,5,5,5,5,5,5,5,5,5,5,3,3,5,5,6,4,5,5,6,4,5,5,6,4,7,4,4,4,4,4,3,2,4,4,4,4,5,4,3,4,4,3,2,2,9,10,6,6,6,2,1,2,2,2,2,2,2,1,1,1,1,2,2,5,5,5,5,5,3,3,5,5,4,5,5,5,5,5,5,100,100,6,,,,,,,繝舌ラ繝溘Φ繝医Φ,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:34,2024/6/26 5:06,0,100,1963,2024/6/26 5:06,R_4G1Zfa2Z4xquUNj,anonymous,JA,1,46,1,3,250,250,8,5,2,3,4,6,3,7,1,2,4,7.5,7,5,2,4,6,5.5,2,8,3,4,2,8.5,6,5,6,7.5,3,7,4,8.5,1,2,2,5,8,5.5,5,7,6,3,4,8,1,1,2,9.5,8,6,5,6,7,5,4,7.5,4,3,2,9,6,7,3,5,2,1,3,7,1,0.5,3,10,6,3,1,8,6,2.5,1,8.5,2,1,0.5,9.5,7,3,2,4,6,3,2,6.5,3,2,2,8.5,6,5,4,7,6.5,3,4,8.5,5,2,4,9,7,5,4,6,7,5.5,4,6.5,2,2,1,9.5,6,4,5,7.5,5.5,2,5,6,4.5,1.5,3,6.5,6,5,4,7,6.5,4.5,4,7.5,2,3,3,8.5,6.5,8,4,5,7.5,7.5,4,6,5,2,2,9.5,3,4,3,4,4,4,3,4,3,2,4,4,4,4,4,3,3,3,3,4,9,3,4,5,1,2,1,2,2,2,2,2,1,2,2,2,2,3,3,3,3,3,3,4,3,4,4,4,4,4,3,4,5,4,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:33,2024/6/26 5:07,0,100,2032,2024/6/26 5:07,R_4zLGZUO92ciL0e5,anonymous,JA,1,56,2,3,0,400,5,4,5,4,4,3.5,4,4,4,4,4,4,6,2.5,6,2.5,5,4.5,4.5,6,3,5.5,5,7.5,7,7,6,7,2.5,8.5,2.5,6,0.5,2,7,2,8.5,1.5,8.5,8.5,9,0.5,5,9,5,0,9,9,9,9,3.5,9,9,9,5,9,1,1,1,10,8,9.5,1,9.5,6,0,1,10,0,0,5,10,7.5,5,5,9.5,2.5,2,5,9.5,0,0,0.5,10,8.5,5,0.5,5,9,5,0,9,5,5,0,10,9.5,7,3,9.5,6,0,1,10,5,0,0,10,9,8,5,8,6,8,5,10,1,1,1,10,9.5,3,5,9.5,9.5,0,0,10,5,0,0,10,5,5,5,5.5,5,5,6,6,5,1,1,10,9.5,9.5,5,5,10,10,8,8,6,5,0,10,5,5,5,5,5,5,1,4,5,3,5,3,5,5,4,4,4,4,3,8,7,5,7,7,2,2,1,2,2,2,1,2,1,2,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,500,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:24,2024/6/26 5:07,0,100,2538,2024/6/26 5:07,R_4Wuvesrjc3WPaqA,anonymous,JA,1,53,1,4,28,28,3,2,4,2,3,4,4,4,3,2,3,2,6,3,5,6,7,4,4,8,5,4,4,10,8,6,5,8,4,9,5,8,7,2,5,7,8,5,5,5,8.5,5,5,6.5,6.5,5,6,9.5,9,9,5,9,7,7,5,9,4,3,5,9.5,9,8,4,5,3,4,4,7,1,2,4,9.5,5,5,5,5,5,6,4,5,5,4,3,8,6,6,4,5,6,6,3,6,6,6,3,5,6,6,4,6,7,6,4,8,7,6,4,9.5,7,6,6,6,7,6,6,6,7,6,6,8,6,7,5,7,6.5,7.5,4.5,7.5,6,6.5,4,8,6,5,5,7,6,5,5,7,5.5,5,5,8,6,7,5,5,7,8,6,6,7.5,5.5,5.5,9.5,3,2,2,2,2,2,4,3,3,2,2,4,3,4,4,3,3,2,2,10,10,8,8,9,2,2,1,2,2,1,1,2,1,2,1,2,2,4,5,3,4,3,4,4,4,5,5,5,5,5,5,5,5,5,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:46,2024/6/26 5:08,0,100,1362,2024/6/26 5:08,R_4elX6eWcQx9y0xU,anonymous,JA,1,62,1,2,600,600,5,2,2,2.5,5.5,6,2,6,4,2.5,6,6,6,7,3.5,7.5,4,6,2.5,9,0.5,1.5,1,10,8,6,3.5,8,4.5,7,2.5,7.5,4.5,0,1,2,5.5,3,4,5.5,2.5,3,2.5,7,0,0,0.5,10,9.5,9.5,7,6.5,8.5,9.5,6,7,0.5,0,0,10,5.5,6,1,6,5.5,4.5,0.5,7.5,0,0,0.5,10,2.5,1,6,5.5,0.5,0,6,6,0.5,0,1,9,2,4.5,4.5,2.5,2.5,5,2,6,1,0.5,2,9,5.5,8,2.5,5.5,7.5,4,2.5,7.5,8,4,2.5,8.5,6,5.5,5.5,3,6,5.5,5.5,3,3.5,6,1.5,7.5,3.5,5,5,2,5.5,5.5,3.5,2,5.5,5.5,3.5,6,5.5,4,4,6.5,5.5,4,4,6.5,3,2.5,4,7.5,5.5,6,4,3.5,7,6,4,3.5,6,3.5,2.5,6.5,2,2,2,1,3,3,4,2,3,1,4,4,4,5,4,3,4,1,1,9,11,6,8,7,1,1,2,2,1,1,2,2,1,1,1,2,4,4,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:27,2024/6/26 5:10,0,100,2577,2024/6/26 5:10,R_4QSdppMXJWdvsZW,anonymous,JA,1,36,2,4,530,530,5,5,5,5,6,6,4,7,2,6,3,7,7,5,3,5,7,3,3,8,3,3,3,10,7,7,7,7,3,7,3,0,5,5,5,5,5,5,5,5,3,5,3,5,3,3,3,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,5,3,1,3,9,5,5,5,5,5,5,5,5,5,3,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,7,5,5,5,5,5,5,5,5,3,3,3,8,5,3,5,5,5,3,5,5,1,1,3,5,5,5,5,5,5,5,6,7,5,5,6,7,5,5,4,5,5,5,4,5,5,5,4,5,4,4,3,3,4,3,2,3,3,3,3,2,2,3,3,4,3,2,2,8,8,6,6,7,1,2,1,2,2,1,1,2,1,2,2,2,5,2,5,5,5,4,4,4,2,5,2,5,5,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:25,2024/6/26 5:11,0,100,2728,2024/6/26 5:11,R_4OMDGrLf05UmByL,anonymous,JA,1,50,2,4,250,500,4,3,2,3,5,4,4.5,6.5,3.5,6,4,8,7.5,5,1.5,4.5,5,2.5,1,7,4.5,3.5,1,9,6,5.5,5,6,1,5.5,3,2,3.5,2,2,4.5,6,4,5,6,8,5,6,9,2.5,1.5,2.5,10,7.5,7.5,3,7.5,8.5,8.5,3,8.5,2,5.5,2.5,10,8.5,8.5,4,7.5,1,1,5,10,0,0,3,10,6,1,1.5,5,5,5,5,5,4.5,3.5,2.5,7.5,5,5,1.5,8,5,5,0.5,8,3.5,5,1,7.5,5,8,5,5,5,8,5,7.5,5,8,5,9.5,9.5,9,2,5,9.5,9.5,1.5,5,1,0.5,0.5,10,6.5,5,5,8,7.5,5.5,5,8.5,3,9.5,3.5,9,7,5,5,7,5,5,5,6.5,4,5,5,8.5,6,6,5,4.5,6.5,6.5,5.5,6.5,7,3.5,2,10,3,2,1,2,1,3,5,3,1,3,1,5,1,2,3,3,3,1,1,2,8,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,5,4,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,100,100,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:31,2024/6/26 5:11,0,100,2372,2024/6/26 5:11,R_4OOw0BG6BnpbfM1,anonymous,JA,1,35,2,3,20,400,7.5,8,6.5,2,8.5,8.5,3,8.5,2.5,1.5,2,9,10,2,0,10,10,1,0,10,3.5,0.5,0,10,10,10,10,10,0,8,0,0,1,0,6,0,10,10,10,10,9,10,9.5,10,0,0,0,10,9,7,6.5,6.5,9.5,10,9,10,0,0,0,10,9.5,9.5,6,9.5,6.5,0,0,10,0,0,0,10,9,3.5,3.5,6.5,2,2,5,8,0,0,0,10,10,10,0,10,9.5,9,0,8.5,10,8.5,0,10,10,10,2,10,10,0.5,0,10,10,0,0,10,9,8.5,0,9,7,4.5,0,8,0,0,0,10,5.5,6,7.5,9,1.5,1,9,8.5,0,0,0,10,7.5,6,7.5,7.5,1.5,1,2,5,1.5,0,0,10,10,10,6,5.5,10,7,7,10,5,5,5,10,5,4,5,4,5,5,1,4,1,1,2,5,4,4,3,3,2,4,4,11,10,11,11,9,1,1,2,2,2,1,2,2,1,2,1,1,3,4,4,5,4,4,3,5,4,5,5,5,5,5,4,5,5,3,100,5,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:48,2024/6/26 5:13,0,100,1506,2024/6/26 5:13,R_4NqUwzP0fUzx76p,anonymous,JA,1,47,2,3,103,1000,0,1.5,1,0.5,7.5,1.5,1,8,2,1.5,7,8,5,3.5,3,7,5,3.5,3,9.5,5,3.5,3,10,6.5,5,5,5,3.5,8.5,4,7.5,3.5,6.5,4,9.5,6,4,1.5,6.5,8,2.5,1.5,8,1.5,2.5,1.5,10,8,6.5,3.5,7.5,8,6.5,3.5,9.5,2.5,1.5,2,10,6,8,3,6.5,7,3,3,8.5,2.5,3,3,10,3.5,3,6.5,6.5,3.5,3,2.5,6.5,3.5,1.5,2.5,9,7,5,2.5,7,7,5,2.5,10,7,5,5,10,10,6,5,7,8,3.5,5,10,8,1.5,5,10,8.5,7.5,5,6.5,8.5,8,6.5,8,0,0,4.5,10,6,0,0.5,6.5,6,0,0.5,9,6,0,0.5,10,7,1,1,7,7,1,1,7,7,1,1,10,7.5,9,4,5,7.5,9,4,6.5,7.5,4.5,4,8.5,4,4,4,4,4,2,3,4,2,2,4,5,4,4,3,3,4,2,4,3,6,7,4,7,2,2,1,1,2,2,2,2,2,2,1,1,3,3,2,5,3,3,4,5,3,3,4,5,5,4,4,4,5,3,100,100,24,,,,,,,,,縺昴ｮ莉,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:39,2024/6/26 5:13,0,100,2029,2024/6/26 5:13,R_4JqL09XdyP6RLMJ,anonymous,JA,1,46,2,1,10,750,8,5,5.5,5,8,6,5.5,5,5,5,7.5,3,6,5,2,5,4,3,2.5,8,3,2,2,9,8,7,7,8,1,8,0,8,5.5,0.5,1,0,8,5,8,8,5,5,7,7,5,4,8,10,8,8,8,8,8,8,8,8,3,3,3,9,8,7,3.5,7,8,8,1,8,2.5,0.5,3.5,10,5,3.5,4.5,6.5,5,3.5,2.5,6.5,5,4,2.5,8.5,7.5,5,3,5,6.5,5,3,6.5,5.5,5,4,7.5,6,5,1,6.5,5,1.5,1,7,5,1.5,1,7,5,5,5,5,4,4,4,4,4,4,4,4,5,6.5,5,7.5,5,5,2,6.5,2.5,6,1,4,7,1.5,5,3.5,7.5,1.5,2,5,8,0,5.5,5,5,5.5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,4,1,4,1,2,1,2,2,2,3,3,2,4,3,2,6,4,6,4,6,1,1,1,2,2,1,1,2,2,2,2,2,1,4,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,100,20,12,,,,,,,,,縺昴ｮ莉,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 4:41,2024/6/26 5:13,0,100,1932,2024/6/26 5:13,R_4Oe1ddwXmiSxCRx,anonymous,JA,1,44,2,4,200,600,4,3,4.5,3.5,5,4.5,5.5,5.5,4.5,4.5,6,6,6,4,3,6,5.5,3.5,3,7.5,3.5,2,2.5,10,6,6,4.5,7.5,3.5,8.5,3.5,6.5,6.5,4.5,4.5,6,7,3.5,5.5,6,7.5,3,4.5,7.5,3,0.5,3,10,8.5,7.5,4.5,8,4.5,7,3.5,7.5,4,5.5,3,9.5,7,8,4,5.5,4.5,2,4.5,9,1,1,2.5,10,6,4.5,3.5,6,5.5,4.5,3,6.5,5.5,4,1,9,6,4.5,3,5.5,6,4,2.5,7,5,3.5,3.5,9.5,6.5,5.5,4.5,6.5,3.5,4.5,5.5,9.5,2.5,2,4.5,10,6.5,6.5,5.5,6,6.5,6.5,5.5,6,3.5,3.5,4.5,7.5,4.5,4.5,3.5,6,4.5,4,3.5,6,4,4,2,8.5,7,5.5,5.5,6.5,7,5.5,5.5,8,7,5.5,5.5,9,6,6,4.5,5.5,6,6,4.5,6,2,2,1.5,9.5,4,4,3,3,2,2,3,4,2,2,2,4,2,4,4,4,4,3,3,8,9,7,8,7,2,2,1,2,2,2,1,2,1,2,1,2,2,3,3,4,3,3,3,3,3,3,4,4,4,5,3,4,5,4,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
